ID_ESTUDIOS,ESTATUS DE ESTUDIO,ANIO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
279,AMBOS,1981,COLIMA,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE COLIMA,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE COLIMA,"GEOFIAP, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-84ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0279_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0279_EC.PDF,COLIMA
281,DIGITAL,1981,MORELOS,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE CUAUTLA - YAUTEPEC, MORELOS TOMO I
","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE CUAUTLA - YAUTEPEC, MORELOS TOMO I
","ROCHA Y ASOCIADOS, SOCIEDAD ANÓNIMA (ROASA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-75-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/0281_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/0281_EC.pdf,MORELOS
282,AMBOS,1981,COLIMA,"ACTUALIZACIÓN DEL ESTUDIO GEOHIDROLÓGICO DE LOS VALLES ARMERÍA-TECOMÁN, COLIMA","ACTUALIZACIÓN DEL ESTUDIO GEOHIDROLÓGICO DE LOS VALLES ARMERÍA-TECOMÁN, COLIMA","PANAMERICANA DE PROYECTOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-56CD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0282_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0282_EC.PDF,COLIMA
284,FÍSICO,2009,MÉXICO,PROYECTO DE REGLAMENTO DEL USO DEL AGUA EN EL ACUÍFERO CUAUTITLAN-PACHUCA (1508),PROYECTO DE REGLAMENTO DEL USO DEL AGUA EN EL ACUÍFERO CUAUTITLAN-PACHUCA (1508),INSTITUTO POLITÉCNICO NACIONAL (IPN),COMISIÓN NACIONAL DEL AGUA (CONAGUA),OAVM-DT-MEX-09-454-RF-CC,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/15 MÉXICO/PDF/0284_CC.pdf,,MÉXICO
290,AMBOS,1991,QUERÉTARO,ESTUDIO PRIORITARIO DEL ESTADO DE QUERÉTARO,ESTUDIO PRIORITARIO DEL ESTADO DE QUERÉTARO,COMISIÓN NACIONAL DEL AGUA (CONAGUA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/0290_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/0290_EC.PDF,QUERÉTARO
298,DIGITAL,1981,CHIAPAS,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE MAPASTEPEC Y PIJIJIAPAN, EDO. DE CHIAPAS.","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE MAPASTEPEC Y PIJIJIAPAN, EDO. DE CHIAPAS. (OJO FALTA UNIDAD 1 EN EL PDF)","SERVICIOS GEOLÓGICOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0298_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0298_EC.pdf,CHIAPAS
299,DIGITAL,1978,CHIAPAS,"ESTUDIO DE FACTIBILIDAD DEL PROYECTO HUIXTLA, CHIS.","ESTUDIO DE FACTIBILIDAD DEL PROYECTO HUIXTLA, ESTADO DE CHIAPAS","ICATEC, SOCIEDAD ANÓNIMA CONSULTORES",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0299_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0299_EC.PDF,CHIAPAS
300,FÍSICO,,OAXACA,"ESTUDIO GEOFÍSICO EN LOS VALLES ALTOS DE OAXACA, OAXACA","ESTUDIO GEOFÍSICO EN LOS VALLES ALTOS DE OAXACA, OAXACA","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/20 OAXACA/PDF/0300_CC.pdf,,OAXACA
305,DIGITAL,1973,CHIAPAS,"ESTUDIO GEOHIDROLÓGICO DE APRECIACIÓN PRELIMINAR ZONA ARRIAGA Y TONALÁ, CHIAPAS","ESTUDIO GEOHIDROLÓGICO DE APRECIACIÓN PRELIMINAR ZONA ARRIAGA Y TONALÁ, ESTADO DE CHIAPAS","ESTUDIOS GEOLÓGICOS Y OBRAS CIVILES, SOCIEDAD ANÓNIMA (EGEOCISA)",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-73-15,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0305_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0305_EC.PDF,CHIAPAS
306,DIGITAL,1974,CHIAPAS,"CENSO, GEOLOGÍA, GEOQUÍMICA DE LA ZONA DE LA TRINITARIA, EN EL ESTADO DE CHIAPAS","CENSO, GEOLOGÍA, GEOQUÍMICA DE LA ZONA DE LA TRINITARIA, EN EL ESTADO DE CHIAPAS","INGENIERÍA Y GEOTECNIA, SOCIEDAD ANÓNIMA (INGESA)",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-73-14,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0306_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0306_EC.PDF,CHIAPAS
307,AMBOS,1977,CHIAPAS,"ESTUDIO GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO EN EL EDO. DE CHIAPAS. REGIÓN SOCONUSCO
(PLANOS)","ESTUDIO GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO EN EL ESTADO DE CHIAPAS. REGIÓN SOCONUSCO
(PLANOS)","INGENIEROS CIVILES Y GEOLÓGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EIGZA-77-9G,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0307_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0307_EC.PDF,CHIAPAS
309,DIGITAL,1970,CHIAPAS OAXACA,"EXCURSIÓN GEOLÓGICA AL SURESTE DE MÉXICO
ITINERARIO EXCURSIÓN GEOLÓGICA","EXCURSIÓN GEOLÓGICA AL SURESTE DE MÉXICO, ESTADO DE CHIAPAS
ITINERARIO EXCURSIÓN GEOLÓGICA",,PETRÓLEOS MEXICANOS (PEMEX),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0309_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0309_EC.PDF,CHIAPAS
310,DIGITAL,1981,CHIAPAS,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA COSTERA DE ACAPETAHUA, EDO. DE CHIAPAS.","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA COSTERA DE ACAPETAHUA, ESTADO DE CHIAPAS","SERVICIOS GEOLÓGICOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-80-76-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0310_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0310_EC.PDF,CHIAPAS
312,DIGITAL,1981,CHIAPAS,SERVICIOS DE PROSPECCIÓN GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE RODULFO FIGUEROA EN EL ESTADO DE CHIAPAS.,SERVICIOS DE PROSPECCIÓN GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE RODULFO FIGUEROA EN EL ESTADO DE CHIAPAS,"PERFORACIONES Y ESTUDIOS GEOLÓGICOS, SOCIEDAD ANÓNIMA (PEGSA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-6-ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0312_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0312_EC.PDF,CHIAPAS
314,FÍSICO,1976,CHIAPAS,LEVANTAMIENTOS GEOLÓGICO Y GEOHIDROLÓGICOS EN ÁREAS DEL ESTADO DE CHIAPAS,LEVANTAMIENTOS GEOLÓGICO Y GEOHIDROLÓGICOS EN ÁREAS DEL ESTADO DE CHIAPAS,"ESTUDIOS GEOLÓGICOS Y OBRAS CIVILES, SOCIEDAD ANÓNIMA (EGEOCISA)",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-76-4,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0314_CC.pdf,,CHIAPAS
315,AMBOS,1979,CHIAPAS,LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE CHIAPAS.,LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE CHIAPAS,"ESTUDIOS GEOLÓGICOS Y OBRAS CIVILES, SOCIEDAD ANÓNIMA (EGEOCISA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-79-5-ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0315_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0315_EC.PDF,CHIAPAS
316,DIGITAL,1987,CHIAPAS,PROGRAMA HIDRÁULICO DEL ESTADO DE CHIAPAS,PROGRAMA HIDRÁULICO DEL ESTADO DE CHIAPAS,,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0316_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0316_EC.PDF,CHIAPAS
317,AMBOS,1981,CHIAPAS,"ACTIVIDADES DE CARÁCTER GEOHIDROLÓGICO EN LA ZONA TONALÁ-ACAPETAHUA, CHIAPAS","ACTIVIDADES DE CARÁCTER GEOHIDROLÓGICO EN LA ZONA TONALÁ-ACAPETAHUA, ESTADO DE CHIAPAS","GEOCALLI, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-102-GD,2,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0317_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0317_EC.PDF,CHIAPAS
318,DIGITAL,1981,CHIAPAS,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LOS VALLES DE CINTALAPA-OCOZOCOAUTLA-VILLAFLORES, ESTADO DE CHIAPAS","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LOS VALLES DE CINTALAPA-OCOZOCOAUTLA-VILLAFLORES, ESTADO DE CHIAPAS","HIDROGEOLOGÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-57-GD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0318_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/0318_EC.PDF,CHIAPAS
320,AMBOS,1970,CHIHUAHUA,"VALLE DE JUÁREZ - CHIH.
ESTUDIO GEOFÍSICO
INFORME N° 1713","VALLE DE JUÁREZ - CHIHUAHUA
ESTUDIO GEOFÍSICO
INFORME NÚMERO 1713","GEOFIMEX, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0320_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0320_EC.pdf,CHIHUAHUA
324,DIGITAL,1972,CHIHUAHUA,"ESTUDIO  HIDROGEOLÓGICO DE LOS ACUÍFEROS DE LA ZONA  DE VEDA EN LA REGIÓN DE ALDAMA, CHIH.","ESTUDIO  HIDROGEOLÓGICO DE LOS ACUÍFEROS DE LA ZONA  DE VEDA EN LA REGIÓN DE ALDAMA, CHIHUAHUA","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,8,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0324_EC.pdf,CHIHUAHUA
326,DIGITAL,1972,CHIHUAHUA,"ESTUDIO HIDROGEOLÓGICO DE LOS ACUÍFEROS DE LA  ZONA DE  VEDA EN LA  REGIÓN JIMÉNEZ-CAMARGO, CHIH.","ESTUDIO HIDROGEOLÓGICO DE LOS ACUÍFEROS DE LA  ZONA DE  VEDA EN LA  REGIÓN JIMÉNEZ-CAMARGO, CHIHUAHUA","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,5,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0326_EC.pdf,CHIHUAHUA
327,DIGITAL,1973,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR EN LA ZONA DE CUAUHTÉMOC, CHIH.","ESTUDIO GEOHIDROLÓGICO PRELIMINAR EN LA ZONA DE CUAUHTÉMOC, CHIHUAHUA","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-73-2,1,3,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0327_EC.pdf,CHIHUAHUA
328,DIGITAL,1972,CHIHUAHUA,"ESTUDIO HIDROGEOLÓGICO COMPLETO EN LA REGIÓN DE JANOS, EDO. DE CHIHUAHUA.","ESTUDIO HIDROGEOLÓGICO COMPLETO EN LA REGIÓN DE JANOS, EDO. DE CHIHUAHUA.","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EI-72-6,1,2,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0328_EC.pdf,CHIHUAHUA
329,DIGITAL,1972,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO EN LA ZONA DE JIMÉNEZ - CAMARGO, CHIH.","ESTUDIO GEOHIDROLÓGICO EN LA ZONA DE JIMÉNEZ - CAMARGO, CHIHUAHUA","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,2,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0329_EC.pdf,CHIHUAHUA
331,DIGITAL,1980,CHIHUAHUA,"ESTUDIOS SOBRE EL COMPORTAMIENTO HIDRODINÁMICO DE LOS VALLES DE DELICIAS Y MEOQUI, CHIH.","ESTUDIOS SOBRE EL COMPORTAMIENTO HIDRODINÁMICO DE LOS VALLES DE DELICIAS Y MEOQUI, CHIHUAHUA",PROYECTO GEOHIDROLÓGICO,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0331_EC.pdf,CHIHUAHUA
333,DIGITAL,1974,CHIHUAHUA,"INICIACIÓN DEL ESTUDIO GEOHIDROLÓGICO EN LA ZONA DE PALOMAS, ESTADO DE CHIHUAHUA","INICIACIÓN DEL ESTUDIO GEOHIDROLÓGICO EN LA ZONA DE PALOMAS, ESTADO DE CHIHUAHUA","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-28,1,3,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0333_EC.pdf,CHIHUAHUA
334,DIGITAL,1983,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO PARA EL ABASTECIMIENTO DEL AGUA POTABLE A LA CD. DE PARRAL, CHIH.","ESTUDIO GEOHIDROLÓGICO PARA EL ABASTECIMIENTO DEL AGUA POTABLE A LA CD. DE PARRAL, CHIHUAHUA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0334_EC.pdf,CHIHUAHUA
336,DIGITAL,1974,CHIHUAHUA,ESTUDIO  GEOHIDROLÓGICO PRELIMINAR EN LA ZONA DE SAMALAYUCA EN EL ESTADO DE CHIHUAHUA,ESTUDIO  GEOHIDROLÓGICO PRELIMINAR EN LA ZONA DE SAMALAYUCA EN EL ESTADO DE CHIHUAHUA,"ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-27,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0336_EC.pdf,CHIHUAHUA
337,DIGITAL,1970,CHIHUAHUA,"RESUMEN DEL ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE MEOQUI - DELICIAS, CHIH.","RESUMEN DEL ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE MEOQUI - DELICIAS, CHIHUAHUA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0337_EC.pdf,CHIHUAHUA
342,AMBOS,1979,CHIHUAHUA,ESTUDIO GEOHIDROLÓGICO DEL SECTOR OCCIDENTAL DE JANOS,ESTUDIO GEOHIDROLÓGICO DEL SECTOR OCCIDENTAL DE JANOS,,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0342_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0342_EC.pdf,CHIHUAHUA
344,DIGITAL,1969,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA MEOQUI - DELICIAS, CHIH.","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA MEOQUI - DELICIAS, CHIHUAHUA","ARIEL CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EI-69-71,1,2,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0344_EC.pdf,CHIHUAHUA
346,FÍSICO,1974,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO EN DIVERSAS ZONAS DEL EDO. DE CHIH.
ZONA DE BUENAVENTURA
NIVELACIÓN DE BROCALES","ESTUDIO GEOHIDROLÓGICO EN DIVERSAS ZONAS DEL EDO. DE CHIHUAHUA
ZONA DE BUENAVENTURA
NIVELACIÓN DE BROCALES","INGENIERÍA Y SISTEMAS, SOCIEDAD ANÓNIMA (INSISA)",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-6,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0346_CC.pdf,,CHIHUAHUA
347,AMBOS,1974,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO DEL VALLE DE BUENAVENTURA, CHIH.
INVENTARIO DE APROVECHAMIENTOS SUBTERRÁNEOS.","ESTUDIO GEOHIDROLÓGICO DEL VALLE DE BUENAVENTURA, CHIHUAHUA
INVENTARIO DE APROVECHAMIENTOS SUBTERRÁNEOS.",,SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0347_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0347_EC.pdf,CHIHUAHUA
348,DIGITAL,1978,CHIHUAHUA,ESTUDIO GEOHIDROLÓGICO DEL VALLE DE CHIHUAHUA (PRIMERA PARTE),ESTUDIO GEOHIDROLÓGICO DEL VALLE DE CHIHUAHUA (PRIMERA PARTE),UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA (UACH),SECRETARÍA DE EDUCACIÓN PÚBLICA (SEP),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0348_EC.pdf,CHIHUAHUA
349,DIGITAL,1978,CHIHUAHUA,"ESTUDIO  GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO EN EL ESTADO DE CHIHUAHUA, ZONA SUR (BAJA BABICORA).","ESTUDIO  GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO EN EL ESTADO DE CHIHUAHUA, ZONA SUR (BAJA BABICORA).","INGE, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EIGZA-77-10G,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0349_EC.pdf,CHIHUAHUA
350,DIGITAL,1978,CHIHUAHUA,ESTUDIO GEOHIDROLÓGICO DE LA ALTA BABICORA,ESTUDIO GEOHIDROLÓGICO DE LA ALTA BABICORA,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0350_EC.pdf,CHIHUAHUA
351,DIGITAL,1977,CHIHUAHUA,"INFORME FINAL DE LOS ESTUDIOS GEOHIDROLÓGICOS PARA DIFERENTES FUENTES DE ABASTECIMIENTO EN CIUDAD JUÁREZ, CHIHUAHUA","INFORME FINAL DE LOS ESTUDIOS GEOHIDROLÓGICOS PARA DIFERENTES FUENTES DE ABASTECIMIENTO EN CIUDAD JUÁREZ, CHIHUAHUA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),APA-414-77 DFA,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0351_EC.pdf,CHIHUAHUA
353,DIGITAL,1971,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE VILLA AHUMADA, ESTADO DE CHIHUAHUA","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE VILLA AHUMADA, ESTADO DE CHIHUAHUA","INGE, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EI-20-70,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0353_EC.pdf,CHIHUAHUA
355,DIGITAL,1980,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO DE LA CUENCA DE LA LAGUNA DE LOS MEXICANOS, CHIH.","ESTUDIO GEOHIDROLÓGICO DE LA CUENCA DE LA LAGUNA DE LOS MEXICANOS, CHIHUAHUA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0355_EC.pdf,CHIHUAHUA
360,DIGITAL,1984,CHIHUAHUA,"ESTUDIO GEOHIDROLÓGICO CUANTITATIVO EN LA ZONA DEL RÍO CONCHOS, CHIHUAHUA","ESTUDIO GEOHIDROLÓGICO CUANTITATIVO EN LA ZONA DEL RÍO CONCHOS, CHIHUAHUA","ICATEC, SOCIEDAD ANÓNIMA CONSULTORES",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0360_EC.pdf,CHIHUAHUA
361,AMBOS,1986,MORELOS,ESTUDIO GEOFÍSICO EN XOXOCOTLA ESTADO DE MORELOS,ESTUDIO GEOFÍSICO EN XOXOCOTLA ESTADO DE MORELOS,"GEOPROYECTOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),ACH-86-06-E,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/0361_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/0361_EC.pdf,MORELOS
364,DIGITAL,1979,CHIHUAHUA,ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE PARRAL EN EL ESTADO DE CHIHUAHUA,ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE LA ZONA DE PARRAL EN EL ESTADO DE CHIHUAHUA,"ESTUDIOS Y CONSTRUCCIONES ALAS, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-79-20GD,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/0364_EC.pdf,CHIHUAHUA
